X,X10.10,X10.13,X10.17,X10.19,10/19
Clinton,0.4833166,0.4913403,0.47863,0.482472981870358,0.490329308108198
Trump,0.4412944,0.4261102,0.42442,0.421128768224096,0.41492283267118
Johnson,0.04141272,0.08309626,0.09661,0.0958457003814795,0.0937986155868828
