X,X10.10,X10.13,X10.17,X10.19,10/19
Clinton,0.46489,0.47502,0.479665,0.4786674,0.479021816972476
Trump,0.45599,0.44151,0.44503,0.4453946,0.445605906284216
Johnson,0.03188,0.08469,0.074832,0.0756727,0.0753340996989078
