X,X10.10,X10.13,X10.17,X10.19,10/19
Clinton,0.4542,0.44641,0.44906,0.448131,0.455494185268001
Trump,0.46823,0.47242,0.47597,0.4718994,0.469975963851305
Johnson,0.02935,0.08096,0.07412,0.08009741,0.0749533045892067
