X,X10.10,X10.13,X10.17,X10.19,10/19
Clinton,0.48576,0.48679,0.49198,0.4895185,0.488262156895306
Trump,0.46885,0.46533,0.46292,0.4654203,0.463477351185052
Johnson,0.02739,0.04798,0.04473,0.04539101,0.0484048116708638
